index,assetsType,component_count,ema_avg_deviation,ema_max_deviation,issues
ORDER-USDT,Altcoins,5,0.3195,0.4652,AL-5: ema_avg_update_lag 414s > 300s
ORDI-EUR,Altcoins,4,0.1591,0.3072,AL-5: ema_avg_update_lag 424s > 300s
ORDI-USD,Altcoins,4,0.1449,0.3054,AL-5: ema_avg_update_lag 437s > 300s
ORDI-USDC,Altcoins,4,0.1347,0.2737,AL-5: ema_avg_update_lag 424s > 300s
ORDI-USDT,Altcoins,4,0.1856,0.3557,AL-5: ema_avg_update_lag 392s > 300s
PARTI-EUR,Altcoins,4,0.1555,0.2450,AL-5: ema_avg_update_lag 415s > 300s
PARTI-TRY,Altcoins,1,0.1375,0.1491,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 652s > 300s
PARTI-USD,Altcoins,4,0.1415,0.2198,AL-5: ema_avg_update_lag 402s > 300s
PARTI-USDC,Altcoins,4,0.1799,0.2684,AL-5: ema_avg_update_lag 394s > 300s
PARTI-USDT,Altcoins,4,0.1677,0.2658,AL-5: ema_avg_update_lag 331s > 300s
PAXG-TRY,Altcoins,2,0.0660,0.0763,AL-4: only 2 distinct exchanges (need ≥3)
PENDLE-EUR,Altcoins,5,0.1607,0.3561,AL-5: ema_avg_update_lag 366s > 300s
PENDLE-USD,Altcoins,5,0.1536,0.3738,AL-5: ema_avg_update_lag 399s > 300s
PENDLE-USDC,Altcoins,5,0.1460,0.3258,AL-5: ema_avg_update_lag 451s > 300s
PENDLE-USDT,Altcoins,5,0.1471,0.2593,AL-5: ema_avg_update_lag 368s > 300s
PENGU-EUR,Altcoins,4,0.0974,0.1282,AL-5: ema_avg_update_lag 315s > 300s
PENGU-TRY,Altcoins,2,0.1386,0.1909,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 442s > 300s
PENGU-USDC,Altcoins,4,0.1676,0.1953,AL-5: ema_avg_update_lag 345s > 300s
PEOPLE-EUR,Altcoins,1,0.0786,0.0786,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 348s > 300s
PEOPLE-USD,Altcoins,4,0.1619,0.2781,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 506s > 300s
PEOPLE-USDC,Altcoins,5,0.1601,0.2701,AL-5: ema_avg_update_lag 497s > 300s
PEOPLE-USDT,Altcoins,5,0.1980,0.3339,AL-5: ema_avg_update_lag 421s > 300s
PEPE-BRL,Altcoins,4,0.1164,0.2026,AL-5: ema_avg_update_lag 450s > 300s
PEPE-EUR,Altcoins,5,0.1191,0.1975,AL-5: ema_avg_update_lag 305s > 300s
PEPE-TRY,Altcoins,2,0.1375,0.2015,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 468s > 300s
PEPE-USD,Altcoins,5,0.1039,0.1453,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 309s > 300s
PEPE-USDC,Altcoins,4,0.1820,0.3084,AL-5: ema_avg_update_lag 723s > 300s
PHA-TRY,Altcoins,4,0.3465,0.5847,AL-5: ema_avg_update_lag 435s > 300s
PHA-USD,Altcoins,4,0.2767,0.5020,AL-5: ema_avg_update_lag 431s > 300s
PHA-USDT,Altcoins,4,0.3108,0.5245,AL-5: ema_avg_update_lag 395s > 300s
PI-BRL,Altcoins,3,0.0985,0.1321,AL-5: ema_avg_update_lag 333s > 300s
PI-EUR,Altcoins,3,0.1182,0.1475,AL-5: ema_avg_update_lag 326s > 300s
PI-TRY,Altcoins,3,0.0985,0.1284,AL-5: ema_avg_update_lag 308s > 300s
PI-USD,Altcoins,3,0.0921,0.1201,AL-5: ema_avg_update_lag 301s > 300s
PI-USDC,Altcoins,2,0.1332,0.1854,AL-1: OKX available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 504s > 300s
PIXEL-USD,Altcoins,4,0.2590,0.3418,AL-5: ema_avg_update_lag 325s > 300s
PLTR-USDT,TradFi,5,0.1206,0.1827,TF-1: dxFeed available but not in components
PLUME-USDT,Altcoins,5,0.2220,0.3679,AL-5: ema_avg_update_lag 330s > 300s
PNUT-EUR,Altcoins,4,0.1034,0.1577,AL-5: ema_avg_update_lag 411s > 300s
PNUT-TRY,Altcoins,2,0.2239,0.3540,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 903s > 300s
PNUT-USD,Altcoins,4,0.0956,0.1548,AL-5: ema_avg_update_lag 372s > 300s
PNUT-USDC,Altcoins,4,0.1799,0.2489,AL-5: ema_avg_update_lag 385s > 300s
PNUT-USDT,Altcoins,4,0.1240,0.1901,AL-5: ema_avg_update_lag 362s > 300s
POL-EUR,Altcoins,4,0.0950,0.1365,AL-5: ema_avg_update_lag 376s > 300s
POL-TRY,Altcoins,4,0.1086,0.1595,AL-5: ema_avg_update_lag 328s > 300s
POL-USD,Altcoins,4,0.1255,0.1732,AL-5: ema_avg_update_lag 337s > 300s
POL-USDC,Altcoins,4,0.1118,0.1789,AL-5: ema_avg_update_lag 355s > 300s
POL-USDT,Altcoins,4,0.1204,0.1694,AL-5: ema_avg_update_lag 318s > 300s
POPCAT-USDT,Altcoins,5,0.1300,0.2389,AL-5: ema_avg_update_lag 340s > 300s
POR-EUR,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
POR-USD,Altcoins,2,0.1483,0.1906,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 446s > 300s
POR-USDC,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
POR-USDT,Altcoins,2,0.1595,0.2060,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 431s > 300s
PRCL-EUR,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
PRCL-USD,Altcoins,4,0.1815,0.3071,AL-5: ema_avg_update_lag 500s > 300s
PRCL-USDC,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
PRCL-USDT,Altcoins,4,0.2168,0.3639,AL-5: ema_avg_update_lag 518s > 300s
PROMPT-USDC,Altcoins,4,0.1848,0.2483,AL-5: ema_avg_update_lag 368s > 300s
PROVE-USD,Altcoins,5,0.1529,0.2468,AL-5: ema_avg_update_lag 330s > 300s
PROVE-USDC,Altcoins,5,0.1471,0.2106,AL-5: ema_avg_update_lag 376s > 300s
PUMP-EUR,Altcoins,4,0.1202,0.1952,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 391s > 300s
PUMP-TRY,Altcoins,3,0.1253,0.1977,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 504s > 300s
PUMP-USD,Altcoins,4,0.1237,0.2317,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 357s > 300s
PUMP-USDC,Altcoins,4,0.1623,0.2394,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 384s > 300s
PUMP-USDT,Altcoins,4,0.1496,0.2533,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 328s > 300s
PYTH-EUR,Altcoins,5,0.1500,0.2572,AL-5: ema_avg_update_lag 431s > 300s
PYTH-USD,Altcoins,4,0.1330,0.2343,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 363s > 300s
PYTH-USDC,Altcoins,5,0.1365,0.2292,AL-5: ema_avg_update_lag 430s > 300s
PYTH-USDT,Altcoins,5,0.1475,0.2353,AL-5: ema_avg_update_lag 376s > 300s
QQQ-USDT,TradFi,5,0.0921,0.1469,TF-1: dxFeed available but not in components
QTUM-EUR,Altcoins,1,0.0934,0.0934,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 316s > 300s
QTUM-USD,Altcoins,4,0.1695,0.3441,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 372s > 300s
QTUM-USDC,Altcoins,4,0.1580,0.3364,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 518s > 300s
QTUM-USDT,Altcoins,4,0.1756,0.3460,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 398s > 300s
RAY-EUR,Altcoins,4,0.1001,0.1604,AL-5: ema_avg_update_lag 480s > 300s
RAY-USD,Altcoins,4,0.0950,0.1643,AL-5: ema_avg_update_lag 468s > 300s
RAY-USDC,Altcoins,4,0.1235,0.1965,AL-5: ema_avg_update_lag 526s > 300s
RAY-USDT,Altcoins,4,0.1145,0.1988,AL-5: ema_avg_update_lag 457s > 300s
RECALL-USDT,Altcoins,5,0.2615,0.4549,AL-5: ema_avg_update_lag 400s > 300s
RENDER-EUR,Altcoins,4,0.1478,0.2054,AL-5: ema_avg_update_lag 336s > 300s
RENDER-USD,Altcoins,4,0.1534,0.2060,AL-5: ema_avg_update_lag 337s > 300s
RENDER-USDC,Altcoins,4,0.1332,0.1817,AL-5: ema_avg_update_lag 344s > 300s
RESOLV-EUR,Altcoins,5,0.2376,0.3975,AL-5: ema_avg_update_lag 339s > 300s
RESOLV-TRY,Altcoins,1,0.5045,0.5660,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_deviation 0.50% > 0.5%; AL-5: ema_avg_update_lag 662s > 300s
RESOLV-USD,Altcoins,4,0.2131,0.3158,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 304s > 300s
RESOLV-USDC,Altcoins,5,0.2277,0.3437,AL-5: ema_avg_update_lag 352s > 300s
RESOLV-USDT,Altcoins,5,0.6047,0.7169,AL-5: ema_avg_deviation 0.60% > 0.5%
RLS-USDT,Altcoins,5,0.1474,0.2689,AL-5: ema_avg_update_lag 483s > 300s
ROBO-EUR,Altcoins,4,0.1531,0.2491,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 385s > 300s
ROBO-TRY,Altcoins,6,0.1626,0.2891,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 330s > 300s
ROBO-USD,Altcoins,5,0.1777,0.2914,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 322s > 300s
ROBO-USDC,Altcoins,4,0.2039,0.2999,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 395s > 300s
ROBO-USDT,Altcoins,5,0.1741,0.3082,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 309s > 300s
RON-EUR,Altcoins,3,0.1081,0.1731,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 311s > 300s
RON-USD,Altcoins,3,0.1083,0.1858,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 352s > 300s
RON-USDC,Altcoins,3,0.1361,0.2053,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 367s > 300s
RON-USDT,Altcoins,3,0.1052,0.1560,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 335s > 300s
RPL-EUR,Altcoins,5,0.2724,0.5789,AL-5: ema_avg_update_lag 651s > 300s
RPL-USD,Altcoins,5,0.2578,0.5104,AL-5: ema_avg_update_lag 636s > 300s
RPL-USDC,Altcoins,5,0.2302,0.4250,AL-5: ema_avg_update_lag 615s > 300s
RPL-USDT,Altcoins,5,0.2808,0.6071,AL-5: ema_avg_update_lag 579s > 300s
RSR-EUR,Altcoins,4,0.1954,0.2758,AL-5: ema_avg_update_lag 366s > 300s
RSR-USD,Altcoins,4,0.1708,0.3010,AL-5: ema_avg_update_lag 375s > 300s
RSR-USDC,Altcoins,4,0.1578,0.2392,AL-5: ema_avg_update_lag 399s > 300s
RSR-USDT,Altcoins,4,0.1720,0.2526,AL-5: ema_avg_update_lag 323s > 300s
RVN-EUR,Altcoins,2,0.0993,0.1217,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
RVN-USD,Altcoins,5,0.1273,0.2281,AL-5: ema_avg_update_lag 359s > 300s
RVN-USDC,Altcoins,5,0.1642,0.2625,AL-5: ema_avg_update_lag 397s > 300s
RVN-USDT,Altcoins,5,0.1346,0.2180,AL-5: ema_avg_update_lag 315s > 300s
S-EUR,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
S-USD,Altcoins,5,0.1315,0.2294,AL-5: ema_avg_update_lag 371s > 300s
S-USDC,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
S-USDT,Altcoins,5,0.1419,0.2417,AL-5: ema_avg_update_lag 347s > 300s
SAFE-EUR,Altcoins,4,0.1850,0.3062,AL-5: ema_avg_update_lag 634s > 300s
SAFE-USD,Altcoins,3,0.1722,0.2838,AL-5: ema_avg_update_lag 546s > 300s
SAFE-USDC,Altcoins,3,0.1817,0.2929,AL-5: ema_avg_update_lag 635s > 300s
SAFE-USDT,Altcoins,3,0.1672,0.2774,AL-5: ema_avg_update_lag 568s > 300s
SAHARA-EUR,Altcoins,4,0.1995,0.3331,AL-5: ema_avg_update_lag 409s > 300s
SAHARA-TRY,Altcoins,3,0.1651,0.2640,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 388s > 300s
SAHARA-USD,Altcoins,3,0.1976,0.3014,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 392s > 300s
SAHARA-USDC,Altcoins,4,0.2053,0.3294,AL-5: ema_avg_update_lag 423s > 300s
SAHARA-USDT,Altcoins,3,0.1861,0.2832,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 345s > 300s
SAND-EUR,Altcoins,2,0.2096,0.3250,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1593s > 300s
SAND-USD,Altcoins,5,0.1256,0.2431,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 503s > 300s
SAND-USDC,Altcoins,4,0.1189,0.1797,AL-5: ema_avg_update_lag 470s > 300s
SAND-USDT,Altcoins,4,0.1362,0.2577,AL-5: ema_avg_update_lag 453s > 300s
SAPIEN-USDT,Altcoins,5,0.1804,0.3226,AL-5: ema_avg_update_lag 392s > 300s
SATS-EUR,Altcoins,1,0.1309,0.1309,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1016s > 300s
SATS-USD,Altcoins,4,0.1559,0.2927,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 490s > 300s
SATS-USDC,Altcoins,5,0.1876,0.3685,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 540s > 300s
SATS-USDT,Altcoins,5,0.2337,0.4395,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 513s > 300s
SCR-EUR,Altcoins,1,0.0636,0.0636,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 377s > 300s
SCR-USD,Altcoins,4,0.1452,0.2297,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 510s > 300s
SCR-USDC,Altcoins,5,0.1401,0.2385,AL-5: ema_avg_update_lag 480s > 300s
SCR-USDT,Altcoins,5,0.1360,0.2296,AL-5: ema_avg_update_lag 456s > 300s
SD-USD,Altcoins,2,0.2817,0.3956,AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 674s > 300s
SD-USDT,Altcoins,2,0.2228,0.3459,AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 609s > 300s
SEI-EUR,Altcoins,5,0.1341,0.2039,AL-5: ema_avg_update_lag 380s > 300s
SEI-TRY,Altcoins,5,0.1237,0.2100,AL-5: ema_avg_update_lag 375s > 300s
SEI-USD,Altcoins,5,0.1385,0.2281,AL-5: ema_avg_update_lag 376s > 300s
SEI-USDC,Altcoins,5,0.1473,0.2250,AL-5: ema_avg_update_lag 440s > 300s
SEI-USDT,Altcoins,5,0.1683,0.2277,AL-5: ema_avg_update_lag 356s > 300s
SENT-EUR,Altcoins,5,0.2704,0.3999,AL-1: OKX available but not in components; AL-5: ema_avg_update_lag 310s > 300s
SENT-TRY,Altcoins,4,0.2025,0.2623,AL-1: OKX available but not in components; AL-5: ema_avg_update_lag 313s > 300s
SENT-USD,Altcoins,4,0.1778,0.2352,AL-1: OKX available but not in components
SENT-USDC,Altcoins,4,0.3356,0.4114,AL-1: OKX available but not in components; AL-5: ema_avg_update_lag 305s > 300s
SENT-USDT,Altcoins,5,0.2854,0.4337,AL-1: OKX available but not in components
SHELL-USDT,Altcoins,4,0.1663,0.3063,AL-5: ema_avg_update_lag 528s > 300s
SHIB-EUR,Altcoins,3,0.1752,0.3065,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 713s > 300s
SHIB-TRY,Altcoins,2,0.1710,0.2687,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 477s > 300s
SHIB-USD,Altcoins,5,0.1320,0.2060,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 315s > 300s
SHIB-USDC,Altcoins,5,0.1059,0.1776,AL-5: ema_avg_update_lag 344s > 300s
SKL-EUR,Altcoins,4,0.1190,0.2189,AL-5: ema_avg_update_lag 425s > 300s
SKL-USD,Altcoins,6,0.1513,0.3004,AL-5: ema_avg_update_lag 555s > 300s
SKL-USDC,Altcoins,5,0.1624,0.2822,AL-5: ema_avg_update_lag 489s > 300s
SKL-USDT,Altcoins,6,0.1409,0.2823,AL-5: ema_avg_update_lag 491s > 300s
SKY-EUR,Altcoins,4,0.1649,0.2209,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 346s > 300s
SKY-USD,Altcoins,4,0.1608,0.2036,AL-1: Binance available but not in components
SKY-USDC,Altcoins,4,0.1518,0.2152,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 301s > 300s
SKY-USDT,Altcoins,4,0.1519,0.1850,AL-1: Binance available but not in components
SLP-USD,Altcoins,4,0.1869,0.3917,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 464s > 300s
SLP-USDT,Altcoins,5,0.2203,0.5273,AL-5: ema_avg_update_lag 500s > 300s
SNDK-USDT,TradFi,3,0.2365,0.3389,TF-1: dxFeed available but not in components
SNT-EUR,Altcoins,2,0.0922,0.1261,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 530s > 300s
SNT-USD,Altcoins,2,0.1057,0.1363,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 507s > 300s
SNT-USDC,Altcoins,2,0.1029,0.1367,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 546s > 300s
SNT-USDT,Altcoins,2,0.1097,0.1481,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 449s > 300s
SNX-EUR,Altcoins,5,0.1285,0.2361,AL-5: ema_avg_update_lag 540s > 300s
SNX-TRY,Altcoins,5,0.1732,0.3359,AL-5: ema_avg_update_lag 573s > 300s
SNX-USD,Altcoins,5,0.2021,0.3741,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 736s > 300s
SNX-USDC,Altcoins,5,0.1415,0.2684,AL-5: ema_avg_update_lag 614s > 300s
SNX-USDT,Altcoins,5,0.1898,0.3370,AL-5: ema_avg_update_lag 481s > 300s
SONIC-EUR,Altcoins,1,0.1685,0.1685,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 327s > 300s
SONIC-USD,Altcoins,4,0.1631,0.2528,AL-5: ema_avg_update_lag 303s > 300s
SONIC-USDC,Altcoins,4,0.1537,0.2496,AL-5: ema_avg_update_lag 364s > 300s
SOON-USDT,Altcoins,5,0.2163,0.4081,AL-5: ema_avg_update_lag 410s > 300s
SOPH-USD,Altcoins,4,0.1526,0.2527,AL-5: ema_avg_update_lag 382s > 300s
SOPH-USDT,Altcoins,3,0.1720,0.2673,AL-1: OKX available but not in components; AL-5: ema_avg_update_lag 351s > 300s
SPACE-EUR,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
SPACE-TRY,Altcoins,3,0.2538,0.4170,AL-5: ema_avg_update_lag 398s > 300s
SPACE-USD,Altcoins,4,0.3134,0.4835,AL-5: ema_avg_update_lag 453s > 300s
SPACE-USDC,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
SPACE-USDT,Altcoins,4,0.2923,0.5016,AL-5: ema_avg_update_lag 433s > 300s
SPK-EUR,Altcoins,4,0.1140,0.1738,AL-5: ema_avg_update_lag 387s > 300s
SPK-USD,Altcoins,4,0.1059,0.1654,AL-5: ema_avg_update_lag 377s > 300s
SPK-USDC,Altcoins,4,0.0966,0.1539,AL-5: ema_avg_update_lag 375s > 300s
SPK-USDT,Altcoins,4,0.1246,0.1833,AL-5: ema_avg_update_lag 339s > 300s
SPURS-EUR,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
SPURS-USD,Altcoins,2,0.1086,0.1445,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 644s > 300s
SPURS-USDC,Altcoins,0,0.0000,0.0000,AL-1: OKX available but not in components; AL-4: only 0 distinct exchanges (need ≥3)
SPURS-USDT,Altcoins,2,0.1433,0.1848,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 638s > 300s
SPX-USDT,Altcoins,5,0.2183,0.3678,AL-5: ema_avg_update_lag 304s > 300s
SPY-USDT,TradFi,4,0.0604,0.1018,TF-1: dxFeed available but not in components
SSV-EUR,Altcoins,1,0.2637,0.2637,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 448s > 300s
SSV-USD,Altcoins,4,0.1489,0.2246,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 386s > 300s
SSV-USDC,Altcoins,5,0.1494,0.2663,AL-5: ema_avg_update_lag 433s > 300s
SSV-USDT,Altcoins,5,0.1452,0.2167,AL-5: ema_avg_update_lag 344s > 300s
STABLE-USDT,Altcoins,4,0.3127,0.4532,AL-5: ema_avg_update_lag 320s > 300s
STETH-ETH,Altcoins,2,0.0186,0.0313,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 998s > 300s
STETH-USD,Altcoins,4,0.1444,0.2307,AL-5: ema_avg_update_lag 367s > 300s
STETH-USDT,Altcoins,4,0.1373,0.2153,AL-5: ema_avg_update_lag 328s > 300s
STORJ-EUR,Altcoins,4,0.2040,0.3289,AL-5: ema_avg_update_lag 602s > 300s
STORJ-USD,Altcoins,4,0.2044,0.3435,AL-5: ema_avg_update_lag 735s > 300s
STORJ-USDC,Altcoins,4,0.1970,0.3831,AL-5: ema_avg_update_lag 575s > 300s
STORJ-USDT,Altcoins,4,0.2103,0.3624,AL-5: ema_avg_update_lag 580s > 300s
STRK-EUR,Altcoins,4,0.1269,0.2333,AL-5: ema_avg_update_lag 436s > 300s
STRK-TRY,Altcoins,1,0.2544,0.2887,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1045s > 300s
STRK-USD,Altcoins,6,0.6300,1.4857,AL-1: Binance available but not in components; AL-5: ema_avg_deviation 0.63% > 0.5%; AL-5: ema_avg_update_lag 891s > 300s
STRK-USDC,Altcoins,4,0.2134,0.3282,AL-5: ema_avg_update_lag 478s > 300s
STRK-USDT,Altcoins,4,0.1301,0.2374,AL-5: ema_avg_update_lag 436s > 300s
STX-EUR,Altcoins,5,0.1294,0.2133,AL-5: ema_avg_update_lag 429s > 300s
STX-TRY,Altcoins,5,0.1442,0.2325,AL-5: ema_avg_update_lag 404s > 300s
STX-USD,Altcoins,5,0.1129,0.1909,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 449s > 300s
STX-USDC,Altcoins,5,0.0995,0.1758,AL-5: ema_avg_update_lag 382s > 300s
STX-USDT,Altcoins,5,0.1237,0.1948,AL-5: ema_avg_update_lag 375s > 300s
SUI-EUR,Altcoins,3,0.1260,0.2196,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 545s > 300s
SUI-TRY,Altcoins,1,0.1956,0.2530,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 612s > 300s
SUI-USDC,Altcoins,3,0.1421,0.1911,AL-5: ema_avg_update_lag 465s > 300s
SUSHI-EUR,Altcoins,1,0.1576,0.1847,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1905s > 300s
SUSHI-USD,Altcoins,5,0.1532,0.3213,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 482s > 300s
SUSHI-USDC,Altcoins,5,0.1766,0.3519,AL-5: ema_avg_update_lag 497s > 300s
SUSHI-USDT,Altcoins,5,0.1360,0.2576,AL-5: ema_avg_update_lag 415s > 300s
SWFTC-EUR,Altcoins,3,0.1629,0.2593,AL-5: ema_avg_update_lag 325s > 300s
SWFTC-USD,Altcoins,3,0.1453,0.2595,AL-5: ema_avg_update_lag 339s > 300s
SWFTC-USDC,Altcoins,3,0.1600,0.2500,AL-5: ema_avg_update_lag 320s > 300s
SYRUP-USDT,Altcoins,5,0.1617,0.2548,AL-5: ema_avg_update_lag 313s > 300s
T-EUR,Altcoins,1,0.0712,0.0712,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 325s > 300s
T-USD,Altcoins,4,0.1062,0.1926,AL-5: ema_avg_update_lag 591s > 300s
T-USDC,Altcoins,4,0.1799,0.2929,AL-5: ema_avg_update_lag 652s > 300s
T-USDT,Altcoins,4,0.1064,0.2031,AL-5: ema_avg_update_lag 594s > 300s
THETA-EUR,Altcoins,3,0.1759,0.2576,AL-5: ema_avg_update_lag 439s > 300s
THETA-USD,Altcoins,4,0.1817,0.3218,AL-5: ema_avg_update_lag 497s > 300s
THETA-USDC,Altcoins,6,0.1605,0.2984,AL-5: ema_avg_update_lag 435s > 300s
THETA-USDT,Altcoins,4,0.1666,0.3077,AL-5: ema_avg_update_lag 404s > 300s
TIA-EUR,Altcoins,4,0.1322,0.2422,AL-5: ema_avg_update_lag 345s > 300s
TIA-TRY,Altcoins,1,0.3408,0.4355,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 709s > 300s
TIA-USD,Altcoins,4,0.1221,0.2418,AL-5: ema_avg_update_lag 332s > 300s
