index,exchange,symbol,conversion type(1× 2÷ 0 noConversion),conversionIndex,weight,tier value,priceMultiple,emaLagMs,uniqueExchangeAlias,chainId,tokenAddress,poolAddress,baseTokenAddress,quoteTokenAddress,subscribeName,sharesMultiplierSource,sharesMultiplierToken,sharesMultiplierBenchmark,conversionCheck
BTC-USD,Bitstamp,BTC/USD,0,,0.182,2,1,0,,,,,,,,,,,TRUE
BTC-USD,Crypto,BTC/USD,0,,0.273,3,1,0,,,,,,,,,,,TRUE
BTC-USD,Coinbase,BTC/USD,0,,0.273,3,1,0,,,,,,,,,,,TRUE
BZ-USDT,Hyperliquid_LINEAR_PERPETUAL,BRENTOIL/USDC,1,USDC-USDT,0.3,2,1,0,,,,,,,,,,,TRUE
BZ-USDT,OKX_PERPETUAL,BZ-USDT/SWAP-SWAP,1,USDT/SWAP-USDT,0.3,2,1,0,,,,,,,,,,,TRUE
BZ-USDT,Pyth_Front,BRENTOIL/USD,2,USDT-USD,0.4,2,1,0,,,,,,,,,,,TRUE
CAT-EUR,Gate,CAT/USDT,1,USDT-EUR,0.333,2,1,0,,,,,,,,,,,TRUE
CAT-EUR,Mxc,CAT/USDT,1,USDT-EUR,0.333,2,1,0,,,,,,,,,,,TRUE
CAT-EUR,Kucoin,CAT/USDT,1,USDT-EUR,0.333,2,1,0,,,,,,,,,,,TRUE
CAT-USD,Gate,CAT/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
CAT-USD,Mxc,CAT/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
CAT-USD,Kucoin,CAT/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
CAT-USD,OKX,CAT/USDT,1,USDT-USD,0.4,4,1,0,,,,,,,,,,,TRUE
CAT-USDC,Gate,CAT/USDT,2,USDC-USDT,0.2,2,1,0,,,,,,,,,,,TRUE
CAT-USDC,Mxc,CAT/USDT,2,USDC-USDT,0.2,2,1,0,,,,,,,,,,,TRUE
CAT-USDC,Kucoin,CAT/USDT,2,USDC-USDT,0.2,2,1,0,,,,,,,,,,,TRUE
CAT-USDC,OKX,CAT/USDT,2,USDC-USDT,0.4,4,1,0,,,,,,,,,,,TRUE
CAT-USDT,Gate,CAT/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
CAT-USDT,Mxc,CAT/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
CAT-USDT,Kucoin,CAT/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
CAT-USDT,OKX,CAT/USDT,0,,0.4,4,1,0,,,,,,,,,,,TRUE
CC-TRY,Gate,CC/USDT,1,USDT-TRY,0.286,2,1,0,,,,,,,,,,,TRUE
CC-TRY,Kucoin,CC/USDT,1,USDT-TRY,0.286,2,1,0,,,,,,,,,,,TRUE
CC-TRY,Bybit,CC/USDT,1,USDT-TRY,0.429,3,1,0,,,,,,,,,,,TRUE
CELO-EUR,Bybit,CELO/USDT,1,USDT-EUR,1.0,3,1,0,,,,,,,,,,,TRUE
CELO-USD,Kucoin,CELO/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
CELO-USD,OKX,CELO/USDT,1,USDT-USD,0.4,4,1,0,,,,,,,,,,,TRUE
CELO-USD,Binance,CELO/USDT,1,USDT-USD,0.4,4,1,0,,,,,,,,,,,TRUE
CELR-EUR,Mxc,CELR/USDT,1,USDT-EUR,1.0,2,1,0,,,,,,,,,,,TRUE
CELR-USD,OKX,CELR/USDT,1,USDT-USD,0.4,4,1,0,,,,,,,,,,,TRUE
CELR-USD,Binance,CELR/USDT,1,USDT-USD,0.4,4,1,0,,,,,,,,,,,TRUE
CELR-USD,Gate,CELR/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
CELR-USDC,Mxc,CELR/USDT,2,USDC-USDT,0.167,2,1,0,,,,,,,,,,,TRUE
CELR-USDC,OKX,CELR/USDT,2,USDC-USDT,0.333,4,1,0,,,,,,,,,,,TRUE
CELR-USDC,Binance,CELR/USDT,2,USDC-USDT,0.333,4,1,0,,,,,,,,,,,TRUE
CELR-USDC,Gate,CELR/USDT,2,USDC-USDT,0.167,2,1,0,,,,,,,,,,,TRUE
CETUS-USD,Gate,CETUS/USDT,1,USDT-USD,0.25,2,1,0,,,,,,,,,,,TRUE
CETUS-USD,OKX,CETUS/USDT,1,USDT-USD,0.5,4,1,0,,,,,,,,,,,TRUE
CETUS-USD,Kucoin,CETUS/USDT,1,USDT-USD,0.25,2,1,0,,,,,,,,,,,TRUE
CFG-EUR,OKX,CFG/USDT,1,USDT-EUR,1.0,4,1,0,,,,,,,,,,,TRUE
CFG-TRY,OKX,CFG/USDT,1,USDT-TRY,0.4,4,1,0,,,,,,,,,,,TRUE
CFG-TRY,BingX,CFG/USDT,1,USDT-TRY,0.2,2,1,0,,,,,,,,,,,TRUE
CFG-TRY,Gate,CFG/USDT,1,USDT-TRY,0.2,2,1,0,,,,,,,,,,,TRUE
CFG-TRY,Kucoin,CFG/USDT,1,USDT-TRY,0.2,2,1,0,,,,,,,,,,,TRUE
CFG-USD,Gate,CFG/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
CFG-USD,Kucoin,CFG/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
CFG-USD,OKX,CFG/USDT,1,USDT-USD,0.4,4,1,0,,,,,,,,,,,TRUE
CFG-USD,BingX,CFG/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
CFG-USDC,BingX,CFG/USDT,2,USDC-USDT,0.2,2,1,0,,,,,,,,,,,TRUE
CFG-USDC,OKX,CFG/USDT,2,USDC-USDT,0.4,4,1,0,,,,,,,,,,,TRUE
CFG-USDC,Gate,CFG/USDT,2,USDC-USDT,0.2,2,1,0,,,,,,,,,,,TRUE
CFG-USDC,Kucoin,CFG/USDT,2,USDC-USDT,0.2,2,1,0,,,,,,,,,,,TRUE
CFG-USDT,BingX,CFG/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
CFG-USDT,Gate,CFG/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
CFG-USDT,Kucoin,CFG/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
CFG-USDT,OKX,CFG/USDT,0,,0.4,4,1,0,,,,,,,,,,,TRUE
CHZ-EUR,OKX,CHZ/EUR,0,,0.4,4,1,0,,,,,,,,,,,TRUE
CHZ-EUR,Kraken,CHZ/EUR,0,,0.3,3,1,0,,,,,,,,,,,TRUE
CHZ-EUR,Coinbase,CHZ/EUR,0,,0.3,3,1,0,,,,,,,,,,,TRUE
CHZ-TRY,Binance,CHZ/USDT,1,USDT-TRY,0.4,4,1,0,,,,,,,,,,,TRUE
CHZ-TRY,Hitbtc,CHZ/USDT,1,USDT-TRY,0.2,2,1,0,,,,,,,,,,,TRUE
CHZ-TRY,OKX,CHZ/USDT,1,USDT-TRY,0.4,4,1,0,,,,,,,,,,,TRUE
CHZ-USD,Coinbase,CHZ/USD,0,,0.231,3,1,0,,,,,,,,,,,TRUE
CHZ-USD,OKX,CHZ/USDT,1,USDT-USD,0.308,4,1,0,,,,,,,,,,,TRUE
CHZ-USD,Binance,CHZ/USDT,1,USDT-USD,0.308,4,1,0,,,,,,,,,,,TRUE
CHZ-USD,Hitbtc,CHZ/USDT,1,USDT-USD,0.154,2,1,0,,,,,,,,,,,TRUE
CITY-EUR,Bybit,CITY/USDT,1,USDT-EUR,1.0,3,1,0,,,,,,,,,,,TRUE
CITY-USD,Bitmart,CITY/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
CITY-USD,OKX,CITY/USDT,1,USDT-USD,0.4,4,1,0,,,,,,,,,,,TRUE
CITY-USD,Binance,CITY/USDT,1,USDT-USD,0.4,4,1,0,,,,,,,,,,,TRUE
CL-USDT,Pyth_Front,CL/USD,2,USDT-USD,0.4,2,1,0,,,,,,,,,,,TRUE
CL-USDT,Hyperliquid_LINEAR_PERPETUAL,CL/USDC,1,USDC-USDT,0.3,2,1,0,,,,,,,,,,,TRUE
CL-USDT,OKX_PERPETUAL,CL-USDT/SWAP-SWAP,1,USDT/SWAP-USDT,0.3,2,1,0,,,,,,,,,,,TRUE
COIN-USDT,Ondo_TICKER,COIN/USD,2,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
COIN-USDT,Pyth,COIN/USD,2,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
COIN-USDT,Binance_LINEAR_INDEX,COIN/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
COIN-USDT,Bitmart,COINX/USDT,0,,0.1,2,1,0,,,,,,,,,,,TRUE
COIN-USDT,Binance_LINEAR_PERPETUAL,COIN/USDT,0,,0.15,2,1,0,,,,,,,,,,,TRUE
COIN-USDT,OKX_PERPETUAL,COIN-USDT/SWAP-SWAP,1,USDT/SWAP-USDT,0.15,2,1,0,,,,,,,,,,,TRUE
COMP-EUR,Bitvavo,COMP/EUR,0,,0.4,2,1,0,,,,,,,,,,,TRUE
COMP-EUR,Kraken,COMP/EUR,0,,0.6,3,1,0,,,,,,,,,,,TRUE
COMP-USD,OKX,COMP/USDT,1,USDT-USD,0.333,4,1,0,,,,,,,,,,,TRUE
COMP-USD,Gate,COMP/USDT,1,USDT-USD,0.167,2,1,0,,,,,,,,,,,TRUE
COMP-USD,Bybit,COMP/USDT,1,USDT-USD,0.25,3,1,0,,,,,,,,,,,TRUE
COMP-USD,Coinbase,COMP/USD,0,,0.25,3,1,0,,,,,,,,,,,TRUE
CRCL-USDT,Ondo_TICKER,CRCL/USD,2,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
CRCL-USDT,Pyth,CRCL/USD,2,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
CRCL-USDT,Binance_LINEAR_INDEX,CRCL/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
CRCL-USDT,Bitmart,CRCLX/USDT,0,,0.1,2,1,0,,,,,,,,,,,TRUE
CRCL-USDT,Binance_LINEAR_PERPETUAL,CRCL/USDT,0,,0.15,2,1,0,,,,,,,,,,,TRUE
CRCL-USDT,OKX_PERPETUAL,CRCL-USDT/SWAP-SWAP,1,USDT/SWAP-USDT,0.15,2,1,0,,,,,,,,,,,TRUE
CRV-EUR,Coinbase,CRV/EUR,0,,0.375,3,1,0,,,,,,,,,,,TRUE
CRV-EUR,Kraken,CRV/EUR,0,,0.375,3,1,0,,,,,,,,,,,TRUE
CRV-EUR,Bitvavo,CRV/EUR,0,,0.25,2,1,0,,,,,,,,,,,TRUE
CSPR-EUR,Bybit,CSPR/USDT,1,USDT-EUR,1.0,3,1,0,,,,,,,,,,,TRUE
CSPR-USD,OKX,CSPR/USDT,1,USDT-USD,0.4,4,1,0,,,,,,,,,,,TRUE
CSPR-USD,Gate,CSPR/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
CSPR-USD,Mxc,CSPR/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
CSPR-USD,Kucoin,CSPR/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
DAI-TRY,Bybit,DAI/USDT,1,USDT-TRY,0.429,3,1,0,,,,,,,,,,,TRUE
DAI-TRY,OKX,DAI/USDT,1,USDT-TRY,0.571,4,1,0,,,,,,,,,,,TRUE
DAI-USD,OKX,DAI/USDT,1,USDT-USD,0.571,4,1,0,,,,,,,,,,,TRUE
DAI-USD,Bybit,DAI/USDT,1,USDT-USD,0.429,3,1,0,,,,,,,,,,,TRUE
DAI-USDT,OKX,DAI/USDT,0,,0.571,4,1,0,,,,,,,,,,,TRUE
DAI-USDT,Bybit,DAI/USDT,0,,0.429,3,1,0,,,,,,,,,,,TRUE
DOGE-TRY,OKX,DOGE/TRY,0,,0.4,4,1,0,,,,,,,,,,,TRUE
DOGE-TRY,Binance,DOGE/TRY,0,,0.4,4,1,0,,,,,,,,,,,TRUE
DOGE-TRY,BTCTurk,DOGE/TRY,0,,0.2,2,1,0,,,,,,,,,,,TRUE
DOGE-USDT,OKX,DOGE/USDT,0,,0.25,4,1,0,,,,,,,,,,,TRUE
DOGE-USDT,Coinbase,DOGE/USD,2,USDT-USD,0.188,3,1,0,,,,,,,,,,,TRUE
DOGE-USDT,Binance,DOGE/USDT,0,,0.25,4,1,0,,,,,,,,,,,TRUE
DOGE-USDT,Bitget,DOGE/USDT,0,,0.125,2,1,0,,,,,,,,,,,TRUE
DOGE-USDT,Bybit,DOGE/USDT,0,,0.188,3,1,0,,,,,,,,,,,TRUE
DORA-USDT,OKX,DORA/USDT,0,,0.667,4,1,0,,,,,,,,,,,TRUE
DORA-USDT,Gate,DORA/USDT,0,,0.333,2,1,0,,,,,,,,,,,TRUE
DOT-EUR,OKX,DOT/USDT,1,USDT-EUR,0.333,4,1,0,,,,,,,,,,,TRUE
DOT-EUR,Binance,DOT/USDT,1,USDT-EUR,0.333,4,1,0,,,,,,,,,,,TRUE
DOT-EUR,Gate,DOT/USDT,1,USDT-EUR,0.167,2,1,0,,,,,,,,,,,TRUE
DOT-EUR,Kucoin,DOT/USDT,1,USDT-EUR,0.167,2,1,0,,,,,,,,,,,TRUE
DOT-TRY,OKX,DOT/USDT,1,USDT-TRY,0.571,4,1,0,,,,,,,,,,,TRUE
DOT-TRY,Bybit,DOT/USDT,1,USDT-TRY,0.429,3,1,0,,,,,,,,,,,TRUE
DOT-USDC,Bybit,DOT/USDT,2,USDC-USDT,0.231,3,1,0,,,,,,,,,,,TRUE
DOT-USDC,OKX,DOT/USDT,2,USDC-USDT,0.308,4,1,0,,,,,,,,,,,TRUE
DOT-USDC,Binance,DOT/USDT,2,USDC-USDT,0.308,4,1,0,,,,,,,,,,,TRUE
DOT-USDC,Gate,DOT/USDT,2,USDC-USDT,0.154,2,1,0,,,,,,,,,,,TRUE
EGLD-EUR,Binance,EGLD/EUR,0,,0.444,4,1,0,,,,,,,,,,,TRUE
EGLD-EUR,Bitvavo,EGLD/EUR,0,,0.222,2,1,0,,,,,,,,,,,TRUE
EGLD-EUR,Kraken,EGLD/EUR,0,,0.333,3,1,0,,,,,,,,,,,TRUE
EGLD-USD,OKX,EGLD/USDT,1,USDT-USD,0.25,4,1,0,,,,,,,,,,,TRUE
EGLD-USD,Binance,EGLD/USDT,1,USDT-USD,0.25,4,1,0,,,,,,,,,,,TRUE
EGLD-USD,Crypto,EGLD/USDT,1,USDT-USD,0.188,3,1,0,,,,,,,,,,,TRUE
EGLD-USD,Kucoin,EGLD/USDT,1,USDT-USD,0.125,2,1,0,,,,,,,,,,,TRUE
EGLD-USD,Coinbase,EGLD/USD,0,,0.188,3,1,0,,,,,,,,,,,TRUE
EIGEN-TRY,Binance,EIGEN/TRY,0,,0.667,4,1,0,,,,,,,,,,,TRUE
EIGEN-TRY,BTCTurk,EIGEN/TRY,0,,0.333,2,1,0,,,,,,,,,,,TRUE
ELF-EUR,OKX,ELF/USDT,1,USDT-EUR,0.667,4,1,0,,,,,,,,,,,TRUE
ELF-EUR,Gate,ELF/USDT,1,USDT-EUR,0.333,2,1,0,,,,,,,,,,,TRUE
ELF-USD,OKX,ELF/USDT,1,USDT-USD,0.667,4,1,0,,,,,,,,,,,TRUE
ELF-USD,Gate,ELF/USDT,1,USDT-USD,0.333,2,1,0,,,,,,,,,,,TRUE
ELF-USDC,OKX,ELF/USDT,2,USDC-USDT,0.667,4,1,0,,,,,,,,,,,TRUE
ELF-USDC,Gate,ELF/USDT,2,USDC-USDT,0.333,2,1,0,,,,,,,,,,,TRUE
ELF-USDT,OKX,ELF/USDT,0,,0.667,4,1,0,,,,,,,,,,,TRUE
ELF-USDT,Gate,ELF/USDT,0,,0.333,2,1,0,,,,,,,,,,,TRUE
ENA-TRY,Binance,ENA/TRY,0,,0.667,4,1,0,,,,,,,,,,,TRUE
ENA-TRY,BTCTurk,ENA/TRY,0,,0.333,2,1,0,,,,,,,,,,,TRUE
ENJ-EUR,Bybit,ENJ/USDT,1,USDT-EUR,1.0,3,1,0,,,,,,,,,,,TRUE
ENJ-USD,OKX,ENJ/USDT,1,USDT-USD,0.333,4,1,0,,,,,,,,,,,TRUE
ENJ-USD,Binance,ENJ/USDT,1,USDT-USD,0.333,4,1,0,,,,,,,,,,,TRUE
ENJ-USD,Gate,ENJ/USDT,1,USDT-USD,0.167,2,1,0,,,,,,,,,,,TRUE
ENJ-USD,Kucoin,ENJ/USDT,1,USDT-USD,0.167,2,1,0,,,,,,,,,,,TRUE
ENSO-USDT,Gate,ENSO/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
ENSO-USDT,Binance,ENSO/USDT,0,,0.4,4,1,0,,,,,,,,,,,TRUE
ENSO-USDT,Bitget,ENSO/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
ENSO-USDT,Binance_LINEAR_PERPETUAL,ENSO/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
ESP-USDT,Gate,ESP/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
ESP-USDT,Mxc,ESP/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
ESP-USDT,Binance,ESP/USDT,0,,0.4,4,1,0,,,,,,,,,,,TRUE
ESP-USDT,Kucoin,ESP/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
ETC-USD,OKX,ETC/USDT,1,USDT-USD,0.267,4,1,0,,,,,,,,,,,TRUE
ETC-USD,Gate,ETC/USDT,1,USDT-USD,0.133,2,1,0,,,,,,,,,,,TRUE
ETC-USD,Kucoin,ETC/USDT,1,USDT-USD,0.133,2,1,0,,,,,,,,,,,TRUE
ETC-USD,Coinbase,ETC/USD,0,,0.2,3,1,0,,,,,,,,,,,TRUE
ETC-USD,Binance,ETC/BTC,1,BTC-USD,0.267,4,1,0,,,,,,,,,,,TRUE
ETH-TRY,OKX,ETH/TRY,0,,0.4,4,1,0,,,,,,,,,,,TRUE
ETH-TRY,BTCTurk,ETH/TRY,0,,0.2,2,1,0,,,,,,,,,,,TRUE
ETH-TRY,Binance,ETH/TRY,0,,0.4,4,1,0,,,,,,,,,,,TRUE
ETHFI-TRY,Binance,ETHFI/TRY,0,,0.667,4,1,0,,,,,,,,,,,TRUE
ETHFI-TRY,BTCTurk,ETHFI/TRY,0,,0.333,2,1,0,,,,,,,,,,,TRUE
ETHW-EUR,Bybit,ETHW/USDT,1,USDT-EUR,1.0,3,1,0,,,,,,,,,,,TRUE
ETHW-USD,OKX,ETHW/USDT,1,USDT-USD,0.4,4,1,0,,,,,,,,,,,TRUE
ETHW-USD,Gate,ETHW/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
ETHW-USD,Mxc,ETHW/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
ETHW-USD,Kucoin,ETHW/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
EURC-USD,Kraken,EURC/USDC,1,USDC-USD,0.5,3,1,0,,,,,,,,,,,TRUE
EURC-USD,Coinbase,EURC/USDC,1,USDC-USD,0.5,3,1,0,,,,,,,,,,,TRUE
EWJ-USDT,Pyth,EWJ/USD,2,USDT-USD,0.571,2,1,0,,,,,,,,,,,TRUE
EWJ-USDT,OKX_PERPETUAL,EWJ-USDT/SWAP-SWAP,1,USDT/SWAP-USDT,0.429,2,1,0,,,,,,,,,,,TRUE
EWY-USDT,Pyth,EWY/USD,2,USDT-USD,0.4,2,1,0,,,,,,,,,,,TRUE
EWY-USDT,Hyperliquid_LINEAR_PERPETUAL,EWY/USDC,1,USDC-USDT,0.3,2,1,0,,,,,,,,,,,TRUE
EWY-USDT,OKX_PERPETUAL,EWY-USDT/SWAP-SWAP,1,USDT/SWAP-USDT,0.3,2,1,0,,,,,,,,,,,TRUE
FET-EUR,OKX,FET/EUR,0,,0.444,4,1,0,,,,,,,,,,,TRUE
FET-EUR,Bitvavo,FET/EUR,0,,0.222,2,1,0,,,,,,,,,,,TRUE
FET-EUR,Kraken,FET/EUR,0,,0.333,3,1,0,,,,,,,,,,,TRUE
FET-TRY,Binance,FET/TRY,0,,0.667,4,1,0,,,,,,,,,,,TRUE
FET-TRY,BTCTurk,FET/TRY,0,,0.333,2,1,0,,,,,,,,,,,TRUE
FET-USD,Kucoin,FET/USDT,1,USDT-USD,0.167,2,1,0,,,,,,,,,,,TRUE
FET-USD,Gate,FET/USDT,1,USDT-USD,0.167,2,1,0,,,,,,,,,,,TRUE
FET-USD,OKX,FET/USDT,1,USDT-USD,0.333,4,1,0,,,,,,,,,,,TRUE
FET-USD,Binance,FET/USDT,1,USDT-USD,0.333,4,1,0,,,,,,,,,,,TRUE
FET-USDC,Mxc,FET/USDC,0,,0.143,2,1,0,,,,,,,,,,,TRUE
FET-USDC,Binance,FET/USDC,0,,0.286,4,1,0,,,,,,,,,,,TRUE
FET-USDC,Gate,FET/USDC,0,,0.143,2,1,0,,,,,,,,,,,TRUE
FET-USDC,Bitget,FET/USDC,0,,0.143,2,1,0,,,,,,,,,,,TRUE
FET-USDC,OKX,FET/USDT,2,USDC-USDT,0.286,4,1,0,,,,,,,,,,,TRUE
FET-USDT,Kucoin,FET/USDT,0,,0.133,2,1,0,,,,,,,,,,,TRUE
FET-USDT,Binance,FET/USDT,0,,0.267,4,1,0,,,,,,,,,,,TRUE
FET-USDT,Gate,FET/USDT,0,,0.133,2,1,0,,,,,,,,,,,TRUE
FET-USDT,OKX,FET/USDT,0,,0.267,4,1,0,,,,,,,,,,,TRUE
FET-USDT,Bybit,FET/USDT,0,,0.2,3,1,0,,,,,,,,,,,TRUE
FIL-USDC,Bybit,FIL/USDC,0,,0.429,3,1,0,,,,,,,,,,,TRUE
FIL-USDC,Binance,FIL/USDC,0,,0.571,4,1,0,,,,,,,,,,,TRUE
FLOKI-EUR,Bybit,FLOKI/USDT,1,USDT-EUR,1.0,3,1,0,,,,,,,,,,,TRUE
FLOKI-TRY,Binance,FLOKI/TRY,0,,0.667,4,1,0,,,,,,,,,,,TRUE
FLOKI-TRY,BTCTurk,FLOKI/TRY,0,,0.333,2,1,0,,,,,,,,,,,TRUE
FLOKI-USD,OKX,FLOKI/USDT,1,USDT-USD,0.286,4,1,0,,,,,,,,,,,TRUE
FLOKI-USD,Kucoin,FLOKI/USDT,1,USDT-USD,0.143,2,1,0,,,,,,,,,,,TRUE
FLOKI-USD,Gate,FLOKI/USDT,1,USDT-USD,0.143,2,1,0,,,,,,,,,,,TRUE
FLOKI-USD,Binance,FLOKI/USDT,1,USDT-USD,0.286,4,1,0,,,,,,,,,,,TRUE
FLOKI-USD,Mxc,FLOKI/USDT,1,USDT-USD,0.143,2,1,0,,,,,,,,,,,TRUE
FLOW-EUR,OKX,FLOW/USDT,1,USDT-EUR,0.333,4,1,0,,,,,,,,,,,TRUE
FLOW-EUR,Gate,FLOW/USDT,1,USDT-EUR,0.167,2,1,0,,,,,,,,,,,TRUE
FLOW-EUR,Binance,FLOW/USDT,1,USDT-EUR,0.333,4,1,0,,,,,,,,,,,TRUE
FLOW-EUR,Kucoin,FLOW/USDT,1,USDT-EUR,0.167,2,1,0,,,,,,,,,,,TRUE
FLOW-USD,Coinbase,FLOW/USD,0,,0.188,3,1,0,,,,,,,,,,,TRUE
FLOW-USD,OKX,FLOW/USDT,1,USDT-USD,0.25,4,1,0,,,,,,,,,,,TRUE
FLOW-USD,Gate,FLOW/USDT,1,USDT-USD,0.125,2,1,0,,,,,,,,,,,TRUE
FLOW-USD,Kraken,FLOW/USD,0,,0.188,3,1,0,,,,,,,,,,,TRUE
FLOW-USD,Binance,FLOW/USDT,1,USDT-USD,0.25,4,1,0,,,,,,,,,,,TRUE
FLUID-EUR,Bybit,FLUID/USDT,1,USDT-EUR,0.429,3,1,0,,,,,,,,,,,TRUE
FLUID-EUR,OKX,FLUID/USDT,1,USDT-EUR,0.571,4,1,0,,,,,,,,,,,TRUE
FLUID-USD,OKX,FLUID/USDT,1,USDT-USD,0.571,4,1,0,,,,,,,,,,,TRUE
FLUID-USD,Bybit,FLUID/USDT,1,USDT-USD,0.429,3,1,0,,,,,,,,,,,TRUE
FLUID-USDC,Bybit,FLUID/USDT,2,USDC-USDT,0.429,3,1,0,,,,,,,,,,,TRUE
FLUID-USDC,OKX,FLUID/USDT,2,USDC-USDT,0.571,4,1,0,,,,,,,,,,,TRUE
FLUID-USDT,Bybit,FLUID/USDT,0,,0.429,3,1,0,,,,,,,,,,,TRUE
FLUID-USDT,OKX,FLUID/USDT,0,,0.571,4,1,0,,,,,,,,,,,TRUE
GALA-EUR,Bybit,GALA/USDT,1,USDT-EUR,1.0,3,1,0,,,,,,,,,,,TRUE
GALA-USD,Kraken,GALA/USD,0,,0.231,3,1,0,,,,,,,,,,,TRUE
GALA-USD,OKX,GALA/USDT,1,USDT-USD,0.308,4,1,0,,,,,,,,,,,TRUE
GALA-USD,Binance,GALA/USDT,1,USDT-USD,0.308,4,1,0,,,,,,,,,,,TRUE
GALA-USD,Gate,GALA/USDT,1,USDT-USD,0.154,2,1,0,,,,,,,,,,,TRUE
GALFT-USDT,OKX,GALFT/USDT,0,,1.0,4,1,0,,,,,,,,,,,TRUE
GLM-EUR,Binance,GLM/USDT,1,USDT-EUR,0.667,4,1,0,,,,,,,,,,,TRUE
GLM-EUR,Gate,GLM/USDT,1,USDT-EUR,0.333,2,1,0,,,,,,,,,,,TRUE
GLM-USD,Binance,GLM/USDT,1,USDT-USD,0.667,4,1,0,,,,,,,,,,,TRUE
GLM-USD,Gate,GLM/USDT,1,USDT-USD,0.333,2,1,0,,,,,,,,,,,TRUE
GLM-USDC,Gate,GLM/USDT,2,USDC-USDT,0.333,2,1,0,,,,,,,,,,,TRUE
GLM-USDC,Binance,GLM/USDT,2,USDC-USDT,0.667,4,1,0,,,,,,,,,,,TRUE
GLM-USDT,Binance,GLM/USDT,0,,0.667,4,1,0,,,,,,,,,,,TRUE
GLM-USDT,Gate,GLM/USDT,0,,0.333,2,1,0,,,,,,,,,,,TRUE
GMT-USD,Binance,GMT/USDT,1,USDT-USD,0.4,4,1,0,,,,,,,,,,,TRUE
GMT-USD,Gate,GMT/USDT,1,USDT-USD,0.2,2,1,0,,,,,,,,,,,TRUE
GMT-USD,OKX,GMT/USDT,1,USDT-USD,0.4,4,1,0,,,,,,,,,,,TRUE
GOAT-EUR,Gate,GOAT/USDT,1,USDT-EUR,1.0,2,1,0,,,,,,,,,,,TRUE
GOAT-USD,Gate,GOAT/USDT,1,USDT-USD,0.333,2,1,0,,,,,,,,,,,TRUE
GOAT-USD,Bitget,GOAT/USDT,1,USDT-USD,0.333,2,1,0,,,,,,,,,,,TRUE
GOAT-USD,Bitmart,GOAT/USDT,1,USDT-USD,0.333,2,1,0,,,,,,,,,,,TRUE
GODS-USD,Kucoin,GODS/USDT,1,USDT-USD,0.182,2,1,0,,,,,,,,,,,TRUE
GODS-USD,OKX,GODS/USDT,1,USDT-USD,0.364,4,1,0,,,,,,,,,,,TRUE
GODS-USD,Mxc,GODS/USDT,1,USDT-USD,0.182,2,1,0,,,,,,,,,,,TRUE
GODS-USD,Coinbase,GODS/USD,0,,0.273,3,1,0,,,,,,,,,,,TRUE
GOOGL-USDT,Ondo_TICKER,GOOGL/USD,2,USDT-USD,0.25,2,1,0,,,,,,,,,,,TRUE
GOOGL-USDT,Pyth,GOOGL/USD,2,USDT-USD,0.25,2,1,0,,,,,,,,,,,TRUE
GOOGL-USDT,Bitmart,GOOGLX/USDT,0,,0.1,2,1,0,,,,,,,,,,,TRUE
GOOGL-USDT,Gate_LINEAR_PERPETUAL,GOOGLX/USDT,0,,0.2,2,1,0,,,,,,,,,,,TRUE
