index,assetsType,component_count,ema_avg_deviation,ema_max_deviation,issues
SPURS-USDT,Altcoins,2,0.1742,0.2092,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 2041s > 300s
SPX-USDT,Altcoins,5,0.2132,0.3711,AL-5: ema_avg_update_lag 1773s > 300s
SPY-USDT,TradFi,4,0.0843,0.1431,TF-1: dxFeed available but not in components
SSV-EUR,Altcoins,1,0.1801,0.1801,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1722s > 300s
SSV-USD,Altcoins,4,0.2153,0.3290,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 907s > 300s
SSV-USDC,Altcoins,5,0.2311,0.3302,AL-5: ema_avg_update_lag 1778s > 300s
SSV-USDT,Altcoins,5,0.2752,0.3950,AL-5: ema_avg_update_lag 1432s > 300s
STABLE-USDT,Altcoins,4,0.3731,0.5209,AL-5: ema_avg_update_lag 1724s > 300s
STETH-ETH,Altcoins,3,0.0199,0.0320,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 2006s > 300s
STETH-USD,Altcoins,4,0.1209,0.1864,AL-5: ema_avg_update_lag 1620s > 300s
STETH-USDT,Altcoins,4,0.1427,0.2045,AL-5: ema_avg_update_lag 1640s > 300s
STORJ-EUR,Altcoins,4,0.2977,0.4914,AL-5: ema_avg_update_lag 1836s > 300s
STORJ-USD,Altcoins,4,0.2270,0.3994,AL-5: ema_avg_update_lag 1814s > 300s
STORJ-USDC,Altcoins,4,0.2403,0.4202,AL-5: ema_avg_update_lag 1870s > 300s
STORJ-USDT,Altcoins,4,0.2739,0.4250,AL-5: ema_avg_update_lag 1772s > 300s
STRK-EUR,Altcoins,4,0.2170,0.2999,AL-5: ema_avg_update_lag 1790s > 300s
STRK-TRY,Altcoins,3,0.3005,0.3783,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 2083s > 300s; AL-5: OKX STRK/TRY deviation 2.05% > 2%
STRK-USD,Altcoins,6,0.4011,0.9211,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 2147s > 300s
STRK-USDC,Altcoins,4,0.2709,0.3615,AL-5: ema_avg_update_lag 1725s > 300s
STRK-USDT,Altcoins,4,0.2428,0.3359,AL-5: ema_avg_update_lag 1789s > 300s
STX-EUR,Altcoins,5,0.1297,0.1811,AL-5: ema_avg_update_lag 1772s > 300s
STX-TRY,Altcoins,5,0.1219,0.1769,AL-5: ema_avg_update_lag 1739s > 300s
STX-USD,Altcoins,5,0.1900,0.2859,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1320s > 300s
STX-USDC,Altcoins,5,0.1265,0.1778,AL-5: ema_avg_update_lag 1469s > 300s
STX-USDT,Altcoins,5,0.1416,0.1883,AL-5: ema_avg_update_lag 1551s > 300s
SUI-EUR,Altcoins,5,0.2573,0.3910,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1554s > 300s
SUI-TRY,Altcoins,3,0.1839,0.2322,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1494s > 300s
SUI-USD,Altcoins,4,0.1394,0.1551,AL-5: ema_avg_update_lag 1209s > 300s
SUI-USDC,Altcoins,3,0.1999,0.2561,AL-5: ema_avg_update_lag 1516s > 300s
SUI-USDT,Altcoins,4,0.1598,0.1718,AL-5: ema_avg_update_lag 938s > 300s
SUSHI-EUR,Altcoins,3,0.1878,0.2404,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 3314s > 300s; AL-5: OKX SUSHI/EUR deviation 2.26% > 2%
SUSHI-USD,Altcoins,5,0.1354,0.2190,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1190s > 300s
SUSHI-USDC,Altcoins,5,0.2055,0.3282,AL-5: ema_avg_update_lag 1776s > 300s
SUSHI-USDT,Altcoins,5,0.1990,0.3036,AL-5: ema_avg_update_lag 1762s > 300s
SWFTC-EUR,Altcoins,3,0.3413,0.4593,AL-5: ema_avg_update_lag 1589s > 300s
SWFTC-USD,Altcoins,3,0.3441,0.4746,AL-5: ema_avg_update_lag 1618s > 300s
SWFTC-USDC,Altcoins,3,0.3596,0.4599,AL-5: ema_avg_update_lag 1374s > 300s
SWFTC-USDT,Altcoins,3,0.3447,0.4497,AL-5: ema_avg_update_lag 1640s > 300s
SYRUP-USDT,Altcoins,5,0.3030,0.4248,AL-5: ema_avg_update_lag 1668s > 300s
T-EUR,Altcoins,1,0.1435,0.1435,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1692s > 300s
T-USD,Altcoins,4,0.1687,0.2612,AL-5: ema_avg_update_lag 1820s > 300s
T-USDC,Altcoins,4,0.2426,0.3562,AL-5: ema_avg_update_lag 2104s > 300s
T-USDT,Altcoins,4,0.1969,0.3141,AL-5: ema_avg_update_lag 1681s > 300s
TAO-USDT,Altcoins,4,0.6288,0.6949,AL-5: ema_avg_deviation 0.63% > 0.5%; AL-5: ema_avg_update_lag 1634s > 300s
THETA-EUR,Altcoins,3,0.2252,0.3418,AL-5: ema_avg_update_lag 1496s > 300s
THETA-USD,Altcoins,4,0.1742,0.2822,AL-5: ema_avg_update_lag 1290s > 300s
THETA-USDC,Altcoins,6,0.2305,0.3955,AL-5: ema_avg_update_lag 1402s > 300s
THETA-USDT,Altcoins,4,0.2793,0.3951,AL-5: ema_avg_update_lag 1059s > 300s
TIA-EUR,Altcoins,4,0.1480,0.1854,AL-5: ema_avg_update_lag 1672s > 300s
TIA-TRY,Altcoins,3,0.2326,0.3029,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 2147s > 300s
TIA-USD,Altcoins,4,0.1311,0.1604,AL-5: ema_avg_update_lag 988s > 300s
TIA-USDC,Altcoins,4,0.3004,0.3453,AL-5: ema_avg_update_lag 1714s > 300s
TIA-USDT,Altcoins,4,0.1985,0.2463,AL-5: ema_avg_update_lag 1489s > 300s
TNSR-EUR,Altcoins,2,0.1924,0.2429,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1747s > 300s
TNSR-TRY,Altcoins,4,0.2004,0.2641,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1859s > 300s
TNSR-USD,Altcoins,4,0.1740,0.2339,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1201s > 300s
TNSR-USDC,Altcoins,5,0.3072,0.4210,AL-5: ema_avg_update_lag 1757s > 300s
TNSR-USDT,Altcoins,5,0.2381,0.3222,AL-5: ema_avg_update_lag 1813s > 300s
TON-EUR,Altcoins,4,0.1072,0.1454,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1671s > 300s
TON-TRY,Altcoins,5,0.0824,0.1175,AL-5: ema_avg_update_lag 1637s > 300s
TON-USD,Altcoins,4,0.1331,0.1696,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1166s > 300s
TON-USDC,Altcoins,2,0.1455,0.2165,AL-1: OKX available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 2124s > 300s
TON-USDT,Altcoins,5,0.1046,0.1467,AL-5: ema_avg_update_lag 1492s > 300s
TOSHI-EUR,Altcoins,4,0.1696,0.2725,AL-5: ema_avg_update_lag 1810s > 300s
TOSHI-USD,Altcoins,5,0.2666,0.3876,AL-5: ema_avg_update_lag 1267s > 300s
TOSHI-USDC,Altcoins,5,0.1965,0.2982,AL-5: ema_avg_update_lag 1835s > 300s
TOSHI-USDT,Altcoins,5,0.1928,0.3125,AL-5: ema_avg_update_lag 1680s > 300s
TRA-USD,Altcoins,2,0.4814,0.6313,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1641s > 300s
TRA-USDT,Altcoins,2,0.5459,0.6975,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_deviation 0.55% > 0.5%; AL-5: ema_avg_update_lag 1344s > 300s
TRB-EUR,Altcoins,4,0.1361,0.2058,AL-5: ema_avg_update_lag 1849s > 300s
TRB-USD,Altcoins,4,0.1347,0.2090,AL-5: ema_avg_update_lag 1386s > 300s
TRB-USDC,Altcoins,4,0.1275,0.1859,AL-5: ema_avg_update_lag 2070s > 300s
TRB-USDT,Altcoins,4,0.1460,0.2238,AL-5: ema_avg_update_lag 1636s > 300s
TRIA-USDT,Altcoins,4,0.8381,1.0025,AL-5: ema_avg_deviation 0.84% > 0.5%; AL-5: ema_avg_update_lag 1706s > 300s
TRUMP-AUD,Altcoins,5,0.1323,0.1757,AL-5: ema_avg_update_lag 1642s > 300s
TRUMP-BRL,Altcoins,5,0.1224,0.1675,AL-5: ema_avg_update_lag 1693s > 300s
TRUMP-EUR,Altcoins,5,0.1295,0.1741,AL-5: ema_avg_update_lag 1640s > 300s
TRUMP-TRY,Altcoins,5,0.1417,0.1835,AL-5: ema_avg_update_lag 1643s > 300s
TRUMP-USD,Altcoins,5,0.1203,0.1586,AL-5: ema_avg_update_lag 1132s > 300s
TRUMP-USDC,Altcoins,5,0.1529,0.2188,AL-5: ema_avg_update_lag 1623s > 300s
TRUMP-USDT,Altcoins,5,0.1446,0.2052,AL-5: ema_avg_update_lag 1733s > 300s
TRUST-USDT,Altcoins,4,0.3495,0.5618,AL-5: ema_avg_update_lag 1175s > 300s
TRUTH-USDT,Altcoins,4,0.3526,0.5895,AL-5: ema_avg_update_lag 1443s > 300s
TRX-EUR,Altcoins,4,0.0757,0.1095,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1687s > 300s
TRX-TRY,Altcoins,3,0.1037,0.1659,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1217s > 300s
TRX-USD,Altcoins,5,0.1291,0.2174,AL-5: ema_avg_update_lag 1269s > 300s
TRX-USDC,Altcoins,3,0.1348,0.1649,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1416s > 300s
TRX-USDT,Altcoins,5,0.0809,0.1053,AL-5: ema_avg_update_lag 1319s > 300s
TSLA-USDT,TradFi,6,0.0976,0.1327,TF-1: dxFeed available but not in components
TSM-USDT,TradFi,4,0.1662,0.2051,TF-1: dxFeed available but not in components
TURBO-EUR,Altcoins,2,0.1740,0.2134,AL-1: OKX available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1076s > 300s
TURBO-TRY,Altcoins,3,0.1676,0.2149,AL-5: ema_avg_update_lag 1619s > 300s
TURBO-USD,Altcoins,4,0.1478,0.2295,AL-5: ema_avg_update_lag 1120s > 300s
TURBO-USDC,Altcoins,4,0.2622,0.3572,AL-5: ema_avg_update_lag 1774s > 300s
TURBO-USDT,Altcoins,4,0.2347,0.3233,AL-5: ema_avg_update_lag 1725s > 300s
UMA-EUR,Altcoins,1,0.2510,0.2510,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1882s > 300s
UMA-USD,Altcoins,3,0.2453,0.3610,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1235s > 300s
UMA-USDC,Altcoins,3,0.2676,0.3782,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1816s > 300s
UMA-USDT,Altcoins,3,0.2608,0.4092,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1620s > 300s
UNI-EUR,Altcoins,4,0.2680,0.4109,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 2350s > 300s
UNI-TRY,Altcoins,5,0.1503,0.1791,AL-5: ema_avg_update_lag 1660s > 300s
UNI-USD,Altcoins,4,0.1451,0.2038,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1185s > 300s
UNI-USDC,Altcoins,4,0.1427,0.1693,AL-5: ema_avg_update_lag 1622s > 300s
UNI-USDT,Altcoins,5,0.1919,0.2259,AL-5: ema_avg_update_lag 1660s > 300s
USAT-USD,Altcoins,4,0.0233,0.0360,AL-5: ema_avg_update_lag 2442s > 300s
USAT-USDT,Altcoins,3,0.0236,0.0392,AL-5: ema_avg_update_lag 2322s > 300s
USD1-USDT,Altcoins,5,0.0083,0.0183,AL-5: ema_avg_update_lag 2575s > 300s
USDG-EUR,Fiat,2,0.0242,0.0316,Fiat: only 2 components (need ≥3)
USDT-AED,Fiat,1,0.0127,0.0127,Fiat: only 1 components (need ≥3)
USELESS-USDT,Altcoins,4,0.3059,0.4684,AL-5: ema_avg_update_lag 1638s > 300s
UXLINK-USD,Altcoins,2,0.5940,0.7280,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_deviation 0.59% > 0.5%; AL-5: ema_avg_update_lag 1879s > 300s
UXLINK-USDT,Altcoins,2,0.5785,0.7044,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_deviation 0.58% > 0.5%; AL-5: ema_avg_update_lag 1736s > 300s
VANA-USDT,Altcoins,4,0.2064,0.3151,AL-5: ema_avg_update_lag 1271s > 300s
VELO-EUR,Altcoins,4,0.2802,0.3671,AL-5: ema_avg_update_lag 1686s > 300s
VELO-USD,Altcoins,3,0.2598,0.3381,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1259s > 300s
VELO-USDC,Altcoins,4,0.3288,0.4446,AL-5: ema_avg_update_lag 1675s > 300s
VELO-USDT,Altcoins,4,0.3916,0.4948,AL-5: ema_avg_update_lag 1706s > 300s
VELODROME-EUR,Altcoins,1,0.0837,0.0837,AL-4: only 1 distinct exchanges (need ≥3)
VELODROME-USD,Altcoins,3,0.2652,0.4107,AL-5: ema_avg_update_lag 1714s > 300s
VELODROME-USDT,Altcoins,4,0.2494,0.3919,AL-5: ema_avg_update_lag 1738s > 300s
VINE-USD,Altcoins,3,0.3782,0.5003,AL-5: ema_avg_update_lag 1744s > 300s
VINE-USDT,Altcoins,3,0.3291,0.4239,AL-5: ema_avg_update_lag 1654s > 300s
VIRTUAL-EUR,Altcoins,2,0.2377,0.2566,AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1663s > 300s
VIRTUAL-USD,Altcoins,5,0.1759,0.2272,AL-5: ema_avg_update_lag 1142s > 300s
VIRTUAL-USDC,Altcoins,5,0.2419,0.2891,AL-5: ema_avg_update_lag 1634s > 300s
VIRTUAL-USDT,Altcoins,5,0.3030,0.3563,AL-5: ema_avg_update_lag 1785s > 300s
W-EUR,Altcoins,1,0.2097,0.2097,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1737s > 300s
W-TRY,Altcoins,5,0.2224,0.3431,AL-5: ema_avg_update_lag 1838s > 300s
W-USD,Altcoins,4,0.2194,0.3367,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1690s > 300s
W-USDC,Altcoins,5,0.2259,0.3382,AL-5: ema_avg_update_lag 1871s > 300s
W-USDT,Altcoins,5,0.2574,0.3949,AL-5: ema_avg_update_lag 1989s > 300s
WAL-USDT,Altcoins,5,0.2016,0.3753,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1698s > 300s
WAXP-EUR,Altcoins,4,0.2534,0.3662,AL-5: ema_avg_update_lag 1876s > 300s
WAXP-USD,Altcoins,4,0.1912,0.3121,AL-5: ema_avg_update_lag 1311s > 300s
WAXP-USDC,Altcoins,4,0.2514,0.3791,AL-5: ema_avg_update_lag 1230s > 300s
WAXP-USDT,Altcoins,4,0.2379,0.3639,AL-5: ema_avg_update_lag 1777s > 300s
WCT-EUR,Altcoins,5,0.2026,0.2981,AL-5: ema_avg_update_lag 1737s > 300s
WCT-TRY,Altcoins,5,0.2010,0.2801,AL-5: ema_avg_update_lag 1674s > 300s
WCT-USD,Altcoins,5,0.2297,0.3700,AL-5: ema_avg_update_lag 1721s > 300s
WCT-USDC,Altcoins,5,0.1879,0.3148,AL-5: ema_avg_update_lag 1348s > 300s
WCT-USDT,Altcoins,5,0.2375,0.3175,AL-5: ema_avg_update_lag 1608s > 300s
WET-USD,Altcoins,3,0.1939,0.3029,AL-5: ema_avg_update_lag 1452s > 300s
WET-USDT,Altcoins,3,0.2506,0.3710,AL-5: ema_avg_update_lag 1955s > 300s
WIF-EUR,Altcoins,5,0.3734,0.5444,AL-5: ema_avg_update_lag 1924s > 300s
WIF-TRY,Altcoins,3,0.4035,0.5284,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1364s > 300s
WIF-USD,Altcoins,4,0.3178,0.4088,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1777s > 300s
WIF-USDC,Altcoins,4,0.3214,0.4789,AL-5: ema_avg_update_lag 2079s > 300s
WIF-USDT,Altcoins,5,0.3200,0.4129,AL-5: ema_avg_update_lag 1727s > 300s
WIN-EUR,Altcoins,1,0.1409,0.1409,AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 2294s > 300s
WIN-USD,Altcoins,4,0.2348,0.3563,AL-5: ema_avg_update_lag 1445s > 300s
WIN-USDC,Altcoins,4,0.2791,0.5377,AL-5: ema_avg_update_lag 1834s > 300s
WIN-USDT,Altcoins,4,0.2779,0.5360,AL-5: ema_avg_update_lag 1899s > 300s
WLD-EUR,Altcoins,4,0.2190,0.2567,AL-5: ema_avg_update_lag 1626s > 300s
WLD-TRY,Altcoins,4,0.2354,0.2786,AL-5: ema_avg_update_lag 1656s > 300s
WLD-USD,Altcoins,4,0.2076,0.2379,AL-5: ema_avg_update_lag 1100s > 300s
WLD-USDC,Altcoins,4,0.2491,0.2897,AL-5: ema_avg_update_lag 1313s > 300s
WLD-USDT,Altcoins,4,0.2547,0.3052,AL-5: ema_avg_update_lag 948s > 300s
WLFI-EUR,Altcoins,4,0.1571,0.2114,AL-5: ema_avg_update_lag 1659s > 300s
WLFI-TRY,Altcoins,4,0.1394,0.1876,AL-5: ema_avg_update_lag 1248s > 300s
WLFI-USD,Altcoins,4,0.1724,0.2274,AL-5: ema_avg_update_lag 1764s > 300s
WLFI-USDC,Altcoins,4,0.1822,0.2297,AL-5: ema_avg_update_lag 1734s > 300s
WLFI-USDT,Altcoins,4,0.1687,0.2324,AL-5: ema_avg_update_lag 1636s > 300s
WOO-EUR,Altcoins,4,0.2726,0.3778,AL-5: ema_avg_update_lag 1937s > 300s
WOO-USD,Altcoins,4,0.2412,0.3695,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1368s > 300s
WOO-USDC,Altcoins,4,0.3476,0.4815,AL-5: ema_avg_update_lag 1674s > 300s
WOO-USDT,Altcoins,4,0.2699,0.3848,AL-5: ema_avg_update_lag 1213s > 300s
XAU-USD,TradFi,5,0.0935,0.1179,TF-3: Binance_LINEAR_PERPETUAL (score 4) available but not used; TF-3: OKX_PERPETUAL (score 4) available but not used
XAU-USDT,TradFi,5,0.0930,0.1281,TF-3: Binance_LINEAR_PERPETUAL (score 4) available but not used; TF-3: OKX_PERPETUAL (score 4) available but not used
XAUT-TRY,Altcoins,4,0.1126,0.1420,AL-5: ema_avg_update_lag 1186s > 300s
XAUT-USDT,Altcoins,4,0.0976,0.1106,AL-5: ema_avg_update_lag 1409s > 300s
XCH-EUR,Altcoins,3,0.4712,0.6457,AL-5: ema_avg_update_lag 1733s > 300s
XCH-USD,Altcoins,3,0.4098,0.6038,AL-5: ema_avg_update_lag 1082s > 300s
XCH-USDC,Altcoins,3,0.6908,1.0373,AL-5: ema_avg_deviation 0.69% > 0.5%; AL-5: ema_avg_update_lag 1756s > 300s
XCH-USDT,Altcoins,3,0.8879,1.1444,AL-5: ema_avg_deviation 0.89% > 0.5%; AL-5: ema_avg_update_lag 1771s > 300s
XCU-USDT,TradFi,3,0.0911,0.1214,TF-1: Binance_LINEAR_INDEX available but not in components; TF-3: Binance_LINEAR_PERPETUAL (score 4) available but not used
XLM-EUR,Altcoins,5,0.1583,0.2593,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1831s > 300s
XLM-USD,Altcoins,5,0.1546,0.1919,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1689s > 300s
XLM-USDC,Altcoins,4,0.1477,0.1760,AL-5: ema_avg_update_lag 1157s > 300s
XLM-USDT,Altcoins,4,0.1689,0.1932,AL-5: ema_avg_update_lag 1679s > 300s
XPL-EUR,Altcoins,4,0.2508,0.2883,AL-5: ema_avg_update_lag 1572s > 300s
XPL-TRY,Altcoins,4,0.2486,0.2922,AL-5: ema_avg_update_lag 1200s > 300s
XPL-USD,Altcoins,4,0.2418,0.2690,AL-5: ema_avg_update_lag 1258s > 300s
XPL-USDC,Altcoins,4,0.2661,0.3005,AL-5: ema_avg_update_lag 1712s > 300s
XPL-USDT,Altcoins,4,0.2840,0.3078,AL-5: ema_avg_update_lag 1810s > 300s
XPT-USDT,TradFi,3,0.1712,0.2203,TF-1: Binance_LINEAR_INDEX available but not in components
XTZ-EUR,Altcoins,3,0.1883,0.2834,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 2307s > 300s
XTZ-USD,Altcoins,4,0.1598,0.2223,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1655s > 300s
XTZ-USDC,Altcoins,4,0.1724,0.2296,AL-5: ema_avg_update_lag 1760s > 300s
XTZ-USDT,Altcoins,4,0.2079,0.3083,AL-5: ema_avg_update_lag 1736s > 300s
YB-USD,Altcoins,4,0.4339,0.5663,AL-5: ema_avg_update_lag 990s > 300s
YB-USDT,Altcoins,4,0.6320,0.7598,AL-5: ema_avg_deviation 0.63% > 0.5%; AL-5: ema_avg_update_lag 1390s > 300s
YFI-EUR,Altcoins,4,0.1979,0.3196,AL-5: ema_avg_update_lag 1837s > 300s
YFI-USD,Altcoins,4,0.1545,0.2262,AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1934s > 300s
YFI-USDC,Altcoins,4,0.1899,0.3167,AL-5: ema_avg_update_lag 1855s > 300s
YFI-USDT,Altcoins,4,0.2033,0.3399,AL-5: ema_avg_update_lag 1857s > 300s
YGG-EUR,Altcoins,4,0.2397,0.3669,AL-5: ema_avg_update_lag 1736s > 300s
YGG-USD,Altcoins,4,0.2215,0.3150,AL-5: ema_avg_update_lag 1238s > 300s
YGG-USDC,Altcoins,4,0.4058,0.5522,AL-5: ema_avg_update_lag 1814s > 300s
YGG-USDT,Altcoins,4,0.3189,0.4603,AL-5: ema_avg_update_lag 1558s > 300s
ZAMA-TRY,Altcoins,4,0.1832,0.2590,AL-5: ema_avg_update_lag 1672s > 300s
ZAMA-USD,Altcoins,4,0.2073,0.2520,AL-5: ema_avg_update_lag 1668s > 300s
ZAMA-USDT,Altcoins,4,0.1919,0.2598,AL-5: ema_avg_update_lag 1335s > 300s
ZBCN-EUR,Altcoins,3,0.3414,0.4372,AL-5: ema_avg_update_lag 1614s > 300s
ZBCN-USD,Altcoins,3,0.3233,0.3893,AL-5: ema_avg_update_lag 1707s > 300s
ZBCN-USDC,Altcoins,3,0.3673,0.4480,AL-5: ema_avg_update_lag 1689s > 300s
ZBCN-USDT,Altcoins,3,0.3728,0.4496,AL-5: ema_avg_update_lag 1344s > 300s
ZBT-USDT,Altcoins,5,0.1661,0.2745,AL-5: ema_avg_update_lag 1005s > 300s
ZEC-EUR,Altcoins,4,0.2111,0.2447,AL-5: ema_avg_update_lag 1030s > 300s
ZEC-USD,Altcoins,4,0.1908,0.2252,AL-5: ema_avg_update_lag 1202s > 300s
ZEC-USDC,Altcoins,4,0.3106,0.3338,AL-5: ema_avg_update_lag 1658s > 300s
ZEC-USDT,Altcoins,4,0.2391,0.2738,AL-5: ema_avg_update_lag 1605s > 300s
ZEN-EUR,Altcoins,5,0.1322,0.2071,AL-5: ema_avg_update_lag 1742s > 300s
ZEN-USD,Altcoins,5,0.1350,0.2182,AL-5: ema_avg_update_lag 981s > 300s
ZEN-USDC,Altcoins,5,0.1503,0.2354,AL-5: ema_avg_update_lag 1740s > 300s
ZEN-USDT,Altcoins,5,0.1661,0.2708,AL-5: ema_avg_update_lag 1717s > 300s
ZENT-USD,Altcoins,4,0.3163,0.5339,AL-5: ema_avg_update_lag 1658s > 300s
ZENT-USDT,Altcoins,4,0.3145,0.4844,AL-5: ema_avg_update_lag 1627s > 300s
ZETA-EUR,Altcoins,4,0.2167,0.3190,AL-5: ema_avg_update_lag 1678s > 300s
ZETA-USD,Altcoins,5,0.2296,0.3815,AL-5: ema_avg_update_lag 1748s > 300s
ZETA-USDC,Altcoins,4,0.3461,0.4662,AL-5: ema_avg_update_lag 1750s > 300s
ZETA-USDT,Altcoins,4,0.2564,0.3812,AL-5: ema_avg_update_lag 1551s > 300s
ZEUS-USD,Altcoins,3,0.4217,0.6523,AL-5: ema_avg_update_lag 1387s > 300s
ZEUS-USDT,Altcoins,3,0.7026,1.0177,AL-5: ema_avg_deviation 0.70% > 0.5%; AL-5: ema_avg_update_lag 1854s > 300s
ZIL-EUR,Altcoins,1,0.1274,0.1274,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1764s > 300s
ZIL-TRY,Altcoins,5,0.2397,0.3359,AL-5: ema_avg_update_lag 1692s > 300s
ZIL-USD,Altcoins,3,0.1374,0.1732,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-5: ema_avg_update_lag 1153s > 300s
ZIL-USDC,Altcoins,5,0.2075,0.2953,AL-5: ema_avg_update_lag 1254s > 300s
ZIL-USDT,Altcoins,5,0.1853,0.2733,AL-5: ema_avg_update_lag 1704s > 300s
ZK-EUR,Altcoins,4,0.1886,0.2675,AL-5: ema_avg_update_lag 1182s > 300s
ZK-TRY,Altcoins,4,0.2064,0.2535,AL-5: ema_avg_update_lag 1636s > 300s
ZK-USD,Altcoins,5,0.2691,0.4399,AL-5: ema_avg_update_lag 1748s > 300s
ZK-USDC,Altcoins,4,0.3387,0.3907,AL-5: ema_avg_update_lag 1766s > 300s
ZK-USDT,Altcoins,4,0.3203,0.3690,AL-5: ema_avg_update_lag 1651s > 300s
ZKJ-USD,Altcoins,3,0.1767,0.2550,AL-5: ema_avg_update_lag 1749s > 300s
ZKJ-USDT,Altcoins,3,0.1767,0.2455,AL-5: ema_avg_update_lag 1498s > 300s
ZKP-USDT,Altcoins,5,0.2536,0.4641,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1513s > 300s
ZORA-EUR,Altcoins,4,0.1481,0.2101,AL-5: ema_avg_update_lag 1776s > 300s
ZORA-USD,Altcoins,5,0.1582,0.2311,AL-5: ema_avg_update_lag 1088s > 300s
ZORA-USDC,Altcoins,5,0.1665,0.2509,AL-5: ema_avg_update_lag 1169s > 300s
ZORA-USDT,Altcoins,5,0.1801,0.2431,AL-5: ema_avg_update_lag 1030s > 300s
ZRO-EUR,Altcoins,1,0.3553,0.3553,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3); AL-5: ema_avg_update_lag 1353s > 300s
ZRO-TRY,Altcoins,5,0.3472,0.4148,AL-5: ema_avg_update_lag 1233s > 300s
ZRO-USD,Altcoins,4,0.3813,0.4478,AL-1: Binance available but not in components; AL-5: ema_avg_update_lag 1024s > 300s
ZRO-USDC,Altcoins,5,0.3955,0.4603,AL-5: ema_avg_update_lag 1178s > 300s
ZRO-USDT,Altcoins,5,0.4896,0.5593,AL-5: ema_avg_update_lag 1617s > 300s
ZRX-EUR,Altcoins,4,0.2124,0.3105,AL-5: ema_avg_update_lag 1636s > 300s
